,GEOID,population,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,eviction-rate,score,raw_score,percentage_vacant_housing_units,percent_college_educated,snaps_percentage,percent_poverty,rent_to_income_ratio,unemployment_rate
2863,390490019021,730.0,98.61,678.0,29196.0,,32.1,2.97,B,0.731,14.3283582089552,40.607210626186,1.21951219512195,,25.4007398273736,1.4
2864,390490019022,1323.0,75.12,841.0,39735.0,167100.0,25.1,6.26,B,0.709,9.67741935483871,53.7248028045574,8.98617511520737,,20.7776519441299,1.4
2865,390490019023,645.0,92.92,784.0,39662.0,,23.2,1.88,B,0.689,4.89795918367347,60.4609929078014,0.0,,20.2712924209571,1.4
2866,390490019024,707.0,65.44,781.0,52946.0,236500.0,23.6,0.0,B,0.650,19.2079207920792,64.1952983725136,5.63725490196078,,15.4345937370151,1.4
2867,390490020001,1049.0,54.01,1074.0,100313.0,292700.0,19.8,2.85,B,0.888,9.22330097087379,66.5911664779162,8.02139037433155,,10.9816275059065,2.6
2868,390490020002,801.0,60.0,1057.0,64405.0,289700.0,22.7,4.57,B,0.797,15.6862745098039,81.6666666666667,7.2093023255814,,15.9863364645602,2.6
2869,390490020003,1324.0,44.82,974.0,74836.0,235600.0,26.4,3.54,B,0.739,22.2355769230769,61.5724381625442,14.6831530139104,,13.5496285210327,2.6
2870,390490021001,1630.0,69.51,959.0,66850.0,242700.0,22.4,4.91,B,0.890,12.056151940545,82.6811594202898,0.862895493767977,,15.2580403889304,2.3
2871,390490022001,1937.0,65.59,1122.0,66944.0,235200.0,21.0,2.75,B,0.807,7.890625,76.1286332714904,7.83645655877342,,17.4235181644359,1.0
2872,390490023001,520.0,84.62,809.0,20294.0,106000.0,50.0,6.06,F,0.050,37.910447761194,1.59744408945687,41.8269230769231,,34.1184586577313,10.4
2873,390490023002,775.0,40.77,819.0,19950.0,50000.0,42.0,9.47,F,0.056,36.784140969163,3.01075268817204,44.9477351916376,,29.9548872180451,10.4
2874,390490025101,1028.0,27.52,948.0,37262.0,78500.0,45.4,3.1,D,0.210,11.9601328903654,11.0119047619048,30.6201550387597,,24.7651763190382,9.8
2875,390490025102,815.0,39.72,739.0,31014.0,64700.0,29.8,7.38,D,0.123,28.1437125748503,8.91938250428817,25.2777777777778,,21.0485587154188,9.8
2876,390490025103,1204.0,38.34,777.0,28000.0,72900.0,44.9,3.55,C,0.486,5.2434456928839,20.3562340966921,29.4466403162055,,22.0285714285714,9.8
2877,390490025201,632.0,67.27,396.0,,134500.0,50.0,7.11,C,0.443,9.53947368421053,23.3532934131737,49.4545454545455,,,11.5
2878,390490025202,993.0,57.03,608.0,25739.0,82600.0,34.5,4.84,D,0.120,25.6060606060606,21.9033232628399,33.6048879837067,,22.4251136407786,11.5
2879,390490025203,1070.0,64.35,658.0,36818.0,91600.0,21.7,6.23,D,0.290,23.4608985024958,42.5245098039216,15.0,,19.7186158943995,11.5
2880,390490026001,969.0,62.32,695.0,26806.0,72500.0,50.0,7.03,D,0.116,24.8148148148148,3.40715502555366,60.5911330049261,,23.0993061254943,10.8
2881,390490026002,1051.0,54.51,758.0,31131.0,72000.0,50.0,4.53,C,0.450,13.6678200692042,25.4180602006689,13.627254509018,,24.9397706466223,10.8
2882,390490026003,1804.0,69.49,547.0,20675.0,,37.6,3.82,D,0.096,14.4927536231884,4.88721804511278,46.3276836158192,,22.8101571946796,10.8
2883,390490027101,1236.0,98.44,696.0,24643.0,,32.6,3.51,C,0.398,15.2460984393757,19.7183098591549,26.4872521246459,,26.0520228868238,17.1
2884,390490027102,672.0,100.0,589.0,17386.0,,32.9,10.21,D,0.214,12.8491620111732,26.4248704663212,53.8461538461538,,30.507304727942,17.1
2885,390490027301,1376.0,79.74,638.0,21454.0,80200.0,39.6,4.73,D,0.194,14.1863699582754,15.6479217603912,40.194489465154,,28.5261489698891,8.2
2886,390490027302,866.0,88.52,739.0,32292.0,96300.0,28.3,6.74,D,0.286,17.5519630484988,13.6363636363636,30.2521008403361,,20.2526941657376,8.2
2887,390490027401,940.0,14.37,1154.0,77841.0,209100.0,36.5,12.2,B,0.860,6.57142857142857,64.2105263157895,12.5382262996942,,13.751108027903,9.9
2888,390490027402,748.0,14.33,1339.0,95385.0,241100.0,50.0,3.23,B,0.877,6.158357771261,69.1525423728814,11.4649681528662,,14.4551030036169,9.9
2889,390490027403,776.0,39.54,997.0,42202.0,93000.0,50.0,4.72,C,0.323,17.4940898345154,34.6863468634686,18.0515759312321,,23.7145158997204,9.9
2890,390490027501,1032.0,69.83,738.0,25221.0,65200.0,50.0,4.7,D,0.099,31.1538461538462,4.80928689883914,47.2067039106145,,26.3114071606994,15.0
2891,390490027502,1402.0,48.73,659.0,26563.0,64300.0,40.6,5.86,D,0.149,18.8888888888889,12.7737226277372,43.4442270058708,,25.0272936038851,15.0
2892,390490027601,921.0,44.36,782.0,65694.0,159200.0,24.1,4.06,B,0.844,0.0,53.3870967741935,3.59712230215827,,10.7772399305873,10.6
2893,390490027602,1080.0,46.91,721.0,43125.0,94500.0,38.8,2.69,C,0.375,10.4961832061069,37.403400309119,26.226012793177,,16.8069565217391,10.6
2894,390490027603,1487.0,73.36,673.0,28058.0,104100.0,35.1,6.08,D,0.270,20.023282887078,24.398249452954,36.3901018922853,,21.0421270225961,10.6
2895,390490027701,578.0,77.59,839.0,27404.0,56900.0,43.7,6.75,D,0.118,17.4657534246575,5.89569160997732,41.49377593361,,28.3316304189169,14.9
2896,390490027702,1467.0,63.25,577.0,26384.0,66900.0,35.8,8.47,D,0.130,17.562254259502,10.6060606060606,36.5853658536585,,20.0576106731352,14.9
2897,390490027801,1349.0,8.36,,110085.0,169800.0,,10.0,B,0.781,6.43478260869565,44.6494464944649,6.50557620817844,,,2.3
2898,390490027802,1225.0,60.21,735.0,38173.0,175000.0,28.8,1.8,C,0.532,8.09061488673139,45.9016393442623,11.6197183098592,,18.9872422916721,2.3
2899,390490028001,636.0,71.05,734.0,40811.0,,46.4,14.79,D,0.310,25.2459016393443,19.2982456140351,40.7894736842105,,16.6719756928279,22.1
2900,390490028002,511.0,59.32,683.0,30602.0,50700.0,50.0,5.67,D,0.095,31.712962962963,17.0560747663551,42.7118644067797,,20.3123978824913,22.1
2901,390490028003,146.0,100.0,825.0,,,42.5,7.61,D,0.279,72.2972972972973,14.5833333333333,100.0,,,22.1
2902,390490028004,685.0,65.3,669.0,37868.0,121400.0,32.1,3.83,D,0.280,35.5691056910569,40.2020202020202,26.4984227129338,,18.4430125699799,22.1
2903,390490029001,1571.0,92.06,610.0,14886.0,76500.0,31.2,2.14,D,0.133,24.7011952191235,14.6919431279621,48.3245149911817,,46.7553405884724,29.2
2904,390490029002,1072.0,96.84,355.0,10270.0,70000.0,30.9,5.85,F,0.043,22.1198156682028,3.26460481099656,86.1932938856016,,35.87147030185,29.2
2905,390490030001,1290.0,84.18,1116.0,62344.0,323200.0,25.4,3.08,A,0.940,13.0434782608696,74.7327502429543,22.0779220779221,,18.9978185551136,6.3
2906,390490030002,1001.0,51.59,,63472.0,237500.0,24.7,4.38,C,0.612,12.3006833712984,73.593570608496,16.1379310344828,,,6.3
2907,390490030003,1204.0,88.04,629.0,,223200.0,29.4,5.18,D,0.268,25.8490566037736,27.866473149492,51.9083969465649,,,6.3
2908,390490032001,2621.0,83.35,1102.0,62981.0,388100.0,22.6,4.49,B,0.860,8.74103065883888,70.4459203036053,1.64403145103645,,18.7675648211365,1.9
2909,390490036001,730.0,68.31,582.0,28633.0,147200.0,27.2,5.81,D,0.174,14.8706896551724,37.8421900161031,36.6233766233766,,21.4996682149967,5.3
2910,390490036002,684.0,63.91,572.0,25417.0,97300.0,29.5,5.67,D,0.096,34.1719077568134,34.6987951807229,59.271523178808,,20.3485855923201,5.3
2911,390490037001,544.0,58.65,544.0,46331.0,280000.0,17.7,5.41,D,0.109,27.7439024390244,51.6923076923077,28.6919831223629,,10.9300468368911,14.6
2912,390490037002,1036.0,74.24,728.0,31953.0,77200.0,34.0,6.55,D,0.160,27.9441117764471,15.3526970954357,55.1246537396122,,21.4815510280725,14.6
2913,390490037003,605.0,46.41,825.0,44183.0,154600.0,24.4,3.25,C,0.502,25.2365930599369,31.6115702479339,21.5189873417722,,18.0612452753321,14.6
2914,390490037004,732.0,78.96,825.0,31277.0,119100.0,26.5,4.75,D,0.312,29.0697674418605,28.9297658862876,24.0437158469945,,23.5572465389903,14.6
2915,390490037005,477.0,85.14,556.0,19688.0,,25.5,4.78,F,0.079,17.5487465181058,32.0441988950276,39.1891891891892,,27.8545306785859,14.6
2916,390490038001,876.0,58.13,724.0,51184.0,203200.0,29.8,4.87,C,0.359,22.5118483412322,45.125786163522,22.5,,13.4573304157549,9.9
2917,390490038002,1334.0,61.55,824.0,42237.0,186300.0,29.3,3.73,C,0.509,28.3687943262411,37.5782881002088,33.1683168316832,,14.1487321542723,9.9
2918,390490040001,2096.0,85.75,632.0,41349.0,542400.0,25.6,3.42,C,0.379,9.70556161395856,48.8537952114111,24.6376811594203,,16.7742871653486,3.7
2919,390490040002,1119.0,84.9,635.0,24904.0,217000.0,31.8,5.15,C,0.630,1.79425837320574,58.2920792079208,15.9561510353228,,28.2846129135882,3.7
2920,390490042001,590.0,95.89,406.0,8929.0,38000.0,43.9,6.5,F,0.034,29.4685990338164,7.81609195402299,73.6301369863014,,39.7804905364543,29.3
2921,390490043001,2878.0,75.34,1214.0,63370.0,282600.0,25.4,2.09,A,0.957,14.1528925619835,81.6081741448245,0.676506765067651,,20.2619536058072,3.7
2922,390490043002,903.0,91.26,1134.0,50804.0,,23.2,4.48,B,0.898,29.8642533936652,65.9513590844063,0.0,,22.2265963309976,3.7
2923,390490043003,789.0,51.85,,20392.0,31600.0,,4.76,F,0.028,37.4172185430464,4.72103004291846,57.6719576719577,,,3.7
2924,390490043004,528.0,72.65,590.0,,53800.0,46.5,4.17,D,0.112,23.9130434782609,19.047619047619,19.1836734693878,,,3.7
2925,390490045001,840.0,58.92,839.0,32426.0,74800.0,40.6,5.75,D,0.132,20.5882352941176,4.87364620938628,26.5993265993266,,23.2036020477395,7.1
2926,390490045002,669.0,44.0,589.0,24250.0,50900.0,32.3,4.8,F,0.069,42.6934097421203,15.8018867924528,55.5,,24.0494845360825,7.1
2927,390490045003,486.0,62.03,921.0,26518.0,67300.0,42.0,8.43,D,0.104,43.5714285714286,24.4444444444444,26.5822784810127,,30.0475148955426,7.1
2928,390490045004,657.0,68.88,1049.0,29643.0,67000.0,19.8,5.52,D,0.120,11.2554112554113,3.73831775700935,30.6122448979592,,27.5275781803461,7.1
2929,390490045005,1785.0,62.92,774.0,31292.0,87900.0,41.6,7.67,F,0.088,26.3329706202394,4.04040404040404,32.9394387001477,,23.200818100473,7.1
2930,390490046101,959.0,8.6,,77188.0,120400.0,,6.38,B,0.789,5.78703703703704,47.1204188481675,1.96560196560197,,,1.2
2931,390490046102,635.0,18.94,832.0,51477.0,108900.0,26.0,0.79,C,0.530,16.9811320754717,34.4827586206897,7.1969696969697,,15.5253802669153,1.2
2932,390490046103,685.0,11.41,925.0,36544.0,107300.0,45.0,7.32,C,0.416,11.6228070175439,27.6556776556777,3.72208436724566,,23.4128721541156,1.2
2933,390490046104,795.0,29.92,727.0,44044.0,122900.0,31.2,9.17,C,0.458,11.5384615384615,25.0386398763524,11.5089514066496,,16.8377077467987,1.2
2934,390490046201,763.0,58.71,901.0,23182.0,82100.0,48.6,8.98,F,0.069,35.609756097561,4.31965442764579,40.1515151515151,,32.1456302303511,6.6
2935,390490046202,947.0,59.04,786.0,21250.0,56600.0,42.2,9.78,F,0.049,29.6103896103896,3.2258064516129,55.719557195572,,36.8188235294118,6.6
2936,390490046203,623.0,59.58,731.0,29000.0,89500.0,32.0,7.59,D,0.103,24.7648902821317,6.83544303797468,30.8333333333333,,22.2620689655172,6.6
2937,390490047001,396.0,91.8,853.0,21429.0,,42.9,8.75,F,0.050,59.468438538206,14.3518518518519,39.344262295082,,35.1672966540669,8.6
2938,390490047002,1282.0,54.92,748.0,27222.0,62100.0,32.7,7.3,F,0.071,22.020202020202,1.72626387176326,32.9015544041451,,23.716111968261,8.6
2939,390490047003,941.0,68.09,900.0,,64500.0,36.3,9.88,F,0.053,38.3202099737533,12.5,65.9574468085106,,,8.6
2940,390490047004,576.0,82.04,923.0,24821.0,63300.0,39.9,6.94,F,0.089,25.7777777777778,5.44959128065395,55.0898203592814,,32.7303493009951,8.6
2941,390490047005,623.0,69.66,759.0,20380.0,42500.0,33.9,7.04,F,0.050,42.0824295010846,10.5515587529976,49.063670411985,,38.3905789990187,8.6
2942,390490047006,1047.0,55.51,694.0,48693.0,45800.0,19.5,6.52,D,0.120,13.4868421052632,3.16901408450704,45.2471482889734,,14.3429240342554,8.6
2943,390490048101,895.0,43.09,911.0,31471.0,55000.0,43.4,6.03,D,0.158,2.87539936102236,8.54368932038835,41.7763157894737,,22.6494232785739,7.2
2944,390490048102,860.0,18.43,932.0,51375.0,116400.0,50.0,8.85,C,0.545,18.4729064039409,20.3866432337434,23.8670694864048,,19.2467153284672,7.2
2945,390490048103,1483.0,46.36,1019.0,41098.0,82700.0,32.9,4.07,D,0.295,6.95187165775401,13.6411332633788,21.0727969348659,,20.3805537982384,7.2
2946,390490048201,1207.0,68.92,662.0,16339.0,70400.0,50.0,4.39,F,0.087,21.6981132075472,17.4842767295597,51.566265060241,,37.6032804945223,7.4
2947,390490048202,299.0,50.43,632.0,12102.0,62000.0,50.0,7.69,D,0.098,47.5336322869955,13.5746606334842,14.5299145299145,,42.835894893406,7.4
2948,390490048203,842.0,54.21,770.0,33681.0,70600.0,50.0,7.74,D,0.155,24.8101265822785,7.50507099391481,29.96632996633,,21.6976930613699,7.4
2949,390490049001,464.0,31.8,640.0,28698.0,53600.0,36.0,4.91,D,0.094,46.9437652811736,0.0,17.9723502304147,,23.123562617604,12.5
2950,390490049002,813.0,78.08,731.0,16435.0,58100.0,48.5,3.98,C,0.402,10.0985221674877,14.1843971631206,50.4109589041096,,35.9963492546395,12.5
2951,390490049003,1232.0,62.82,824.0,26461.0,69700.0,29.6,6.25,F,0.082,18.5779816513761,5.35714285714286,43.6619718309859,,,12.5
2952,390490049004,1045.0,60.24,818.0,38025.0,80200.0,44.8,4.92,D,0.223,22.2846441947566,11.0504774897681,37.1084337349398,,19.8816568047337,12.5
2953,390490049005,1554.0,67.96,851.0,24468.0,46000.0,46.5,7.61,F,0.064,13.5350318471338,2.14876033057851,51.3812154696133,,28.8376655223149,12.5
2954,390490049006,413.0,72.19,541.0,23139.0,,34.6,9.84,F,0.048,33.9041095890411,0.0,62.2516556291391,,24.0632698042266,12.5
2955,390490050001,565.0,62.35,585.0,,53200.0,43.6,6.67,F,0.046,22.1153846153846,11.0119047619048,56.7901234567901,,,11.2
2956,390490050002,844.0,52.49,833.0,,45800.0,50.0,4.93,F,0.036,45.2830188679245,21.7741935483871,41.3793103448276,,,11.2
2957,390490050003,581.0,70.98,629.0,9502.0,51800.0,50.0,6.88,F,0.028,31.6353887399464,0.0,59.2156862745098,,52.0311513365607,11.2
2958,390490050004,522.0,83.78,765.0,15944.0,,50.0,5.78,F,0.031,33.2474226804124,0.0,35.5212355212355,,39.6638233818364,11.2
2959,390490050005,280.0,56.98,565.0,15489.0,38600.0,50.0,4.26,F,0.034,42.443729903537,10.126582278481,51.9553072625698,,36.7228355607205,11.2
2960,390490050006,1096.0,59.93,774.0,41364.0,66000.0,27.8,4.72,D,0.211,28.4263959390863,17.713567839196,32.9787234042553,,17.2323759791123,11.2
2961,390490050007,630.0,100.0,527.0,15000.0,,34.1,5.16,F,0.039,41.7777777777778,2.57142857142857,61.4503816793893,,35.68,11.2
2962,390490051001,1386.0,92.02,,8443.0,28800.0,50.0,4.15,F,0.034,21.3223140495868,3.6,86.7647058823529,,20.0402700461921,34.6
2963,390490051002,343.0,19.02,,20066.0,13600.0,28.7,10.45,F,0.032,31.5126050420168,8.78661087866109,48.4662576687117,,,34.6
2964,390490052001,894.0,56.47,842.0,67386.0,189500.0,18.1,5.72,B,0.836,5.0682261208577,60.3960396039604,1.64271047227926,,12.9641171756745,3.1
2965,390490052002,1939.0,54.33,1288.0,75391.0,298200.0,22.6,5.16,A,0.930,4.70316114109483,84.6055163566389,0.0,,17.1267127375947,3.1
2966,390490053001,453.0,57.14,785.0,36417.0,72400.0,19.0,8.7,D,0.152,36.25,10.7142857142857,21.1640211640212,,19.2767114259824,13.4
2967,390490053002,847.0,60.14,592.0,35298.0,106900.0,30.7,5.75,D,0.172,21.7270194986072,10.5769230769231,50.1779359430605,,12.2726500084991,13.4
2968,390490053003,1047.0,67.49,644.0,25375.0,92900.0,37.5,6.88,D,0.110,28.6975717439294,13.625,31.5789473684211,,24.7802955665025,13.4
2969,390490053004,691.0,74.47,632.0,19444.0,106100.0,40.6,3.98,D,0.108,30.1401869158879,18.4873949579832,54.6099290780142,,31.4750051429747,13.4
2970,390490054101,1673.0,65.05,734.0,19479.0,74800.0,44.6,6.76,F,0.079,26.7156862745098,11.5470852017937,44.6488294314381,,34.0674572616664,18.3
2971,390490054201,689.0,50.17,719.0,35139.0,64400.0,40.4,8.24,D,0.110,26.1964735516373,8.17307692307692,34.4709897610922,,16.357892939469,20.2
2972,390490054202,642.0,65.78,774.0,33068.0,49300.0,39.1,7.07,F,0.052,47.9108635097493,0.0,37.4331550802139,,19.0153622837789,20.2
2973,390490054203,936.0,46.98,701.0,27396.0,92600.0,44.7,8.88,D,0.173,25.1256281407035,15.2641878669276,44.2953020134228,,23.784494086728,20.2
2974,390490055001,677.0,46.74,758.0,22250.0,64100.0,37.1,11.68,D,0.169,5.3030303030303,11.5869017632242,33.9943342776204,,28.152808988764,16.6
2975,390490055002,846.0,40.4,646.0,39844.0,72200.0,43.9,7.39,D,0.242,13.2034632034632,14.308426073132,28.927680798005,,15.5406083726533,16.6
2976,390490055003,618.0,77.45,750.0,30750.0,75300.0,38.6,6.25,D,0.146,41.2103746397695,19.6078431372549,54.9019607843137,,20.3317073170732,16.6
2977,390490055004,602.0,71.84,651.0,15263.0,,50.0,5.83,F,0.029,28.9795918367347,3.33333333333333,64.9425287356322,,38.3672934547599,16.6
2978,390490055005,898.0,33.08,761.0,30000.0,73400.0,50.0,11.03,D,0.137,28.5714285714286,13.6666666666667,59.2307692307692,,20.44,16.6
2979,390490055006,664.0,69.39,758.0,,39200.0,50.0,9.48,D,0.122,25.531914893617,8.15899581589958,16.734693877551,,,16.6
2980,390490055007,150.0,75.95,563.0,23493.0,,29.4,8.93,F,0.088,68.0161943319838,19.0,67.0886075949367,,19.5121951219512,16.6
2981,390490056101,701.0,69.73,757.0,20556.0,66500.0,38.9,4.98,F,0.079,35.3846153846154,11.8279569892473,37.4149659863946,,32.2241681260946,17.5
2982,390490056102,1052.0,54.76,822.0,27500.0,78500.0,41.8,7.55,D,0.134,29.8724954462659,18.0701754385965,34.6560846560847,,25.4836363636364,17.5
2983,390490056201,814.0,87.39,868.0,25625.0,42100.0,34.4,6.25,F,0.054,22.5589225589226,2.88713910761155,43.9130434782609,,29.5024390243902,17.6
2984,390490056202,585.0,63.11,806.0,36705.0,67900.0,28.9,4.29,D,0.125,22.1453287197232,4.8048048048048,33.495145631068,,18.0792807519412,17.6
2985,390490056203,622.0,55.56,930.0,40900.0,62100.0,29.4,9.93,D,0.191,25.7142857142857,5.63380281690141,16.6666666666667,,20.9486552567237,17.6
2986,390490056204,572.0,62.08,704.0,21759.0,63800.0,36.4,3.45,F,0.078,31.8181818181818,13.302752293578,42.0833333333333,,29.063835654212,17.6
2987,390490057001,448.0,47.54,799.0,55455.0,215300.0,21.9,4.78,C,0.481,11.2328767123288,54.4642857142857,27.8169014084507,,,3.3
2988,390490057002,1104.0,51.01,1206.0,62120.0,267600.0,19.9,2.09,B,0.760,10.195530726257,62.0452310717798,16.6407465007776,,18.2163554410818,3.3
2989,390490057003,1680.0,69.86,1167.0,70214.0,340300.0,22.7,2.53,B,0.903,14.5615446500402,86.5771812080537,1.18577075098814,,18.201498276697,3.3
2990,390490058101,790.0,66.43,1079.0,71250.0,272500.0,22.7,8.61,A,0.916,22.1206581352834,57.8483245149912,0.0,,15.5789473684211,2.3
2991,390490058102,695.0,51.86,1278.0,69844.0,198600.0,16.9,5.0,B,0.888,13.7426900584795,57.5757575757576,2.71186440677966,,17.937117003608,2.3
2992,390490058103,1076.0,41.91,823.0,63011.0,164600.0,18.2,7.69,B,0.749,7.26698262243286,56.7833698030635,6.30323679727428,,11.6551078383139,2.3
2993,390490058201,707.0,86.02,877.0,36953.0,114600.0,29.8,4.26,C,0.357,30.188679245283,30.5970149253731,28.5714285714286,,20.7831569831949,2.9
2994,390490058202,1226.0,58.29,967.0,54095.0,140700.0,24.9,5.82,C,0.609,17.9941002949853,34.6504559270517,13.1147540983607,,16.2159164432942,2.9
2995,390490059001,772.0,75.58,858.0,23897.0,64600.0,42.7,6.7,F,0.089,25.6484149855908,10.7913669064748,51.5503875968992,,26.5640038498556,25.7
2996,390490059002,586.0,38.35,824.0,34875.0,77200.0,37.8,6.9,D,0.184,15.4761904761905,22.8699551569507,38.3458646616541,,20.7139784946237,25.7
2997,390490059003,437.0,31.52,734.0,52684.0,63100.0,33.8,4.65,D,0.186,29.7872340425532,7.53012048192771,8.48484848484849,,13.6891655910713,25.7
2998,390490059004,618.0,69.7,682.0,22286.0,65300.0,36.9,5.56,F,0.063,39.0769230769231,2.78745644599303,40.9090909090909,,34.2457147985282,25.7
2999,390490060001,366.0,87.22,771.0,22411.0,61000.0,46.9,9.58,D,0.134,57.9113924050633,21.5189873417722,20.3007518796992,,33.0373477310249,11.8
3000,390490060002,889.0,69.77,848.0,22411.0,64700.0,50.0,5.47,D,0.094,28.3410138248848,5.87121212121212,35.3697749196142,,32.2877158538218,11.8
3001,390490060003,668.0,39.34,739.0,50556.0,85300.0,25.5,8.82,D,0.309,11.1111111111111,16.1087866108787,28.3088235294118,,13.0310942321386,11.8
3002,390490061001,703.0,49.03,708.0,34519.0,105700.0,47.3,4.62,D,0.170,20.0617283950617,11.9760479041916,43.2432432432432,,17.8684202902749,18.6
3003,390490061002,698.0,72.25,695.0,20156.0,,29.5,6.76,F,0.039,32.4404761904762,5.68927789934355,46.2555066079295,,30.7203810279817,18.6
3004,390490061003,740.0,76.4,592.0,22813.0,65000.0,32.7,6.05,F,0.077,42.4568965517241,6.22222222222222,64.0449438202247,,25.143558497348,18.6
3005,390490061004,477.0,85.12,617.0,20000.0,82500.0,48.0,6.85,D,0.155,7.18232044198895,3.36391437308868,48.8095238095238,,28.8,18.6
3006,390490062201,2123.0,16.89,981.0,102250.0,262700.0,24.6,0.69,A,0.939,0.0,70.6838185511171,4.98177399756987,,9.36528117359413,5.1
3007,390490062202,580.0,20.69,,140750.0,329600.0,,0.0,A,0.984,0.0,71.3603818615752,0.0,,,5.1
3008,390490062203,1981.0,80.58,1127.0,58258.0,222700.0,27.0,5.31,A,0.957,0.0,57.46962115797,8.10810810810811,,20.9069998970099,5.1
3009,390490062204,1503.0,3.14,,95294.0,209900.0,,0.0,A,0.971,0.0,70.5708661417323,0.0,,,5.1
3010,390490062205,1436.0,68.03,837.0,62619.0,196300.0,21.6,0.0,B,0.886,0.0,64.4100580270793,4.60526315789474,,13.9318737124515,5.1
3011,390490062301,1785.0,89.32,1135.0,72586.0,197600.0,19.6,3.76,A,0.952,0.0,57.9343365253078,2.09580838323353,,16.6478384261428,1.5
3012,390490062302,7601.0,45.27,1170.0,87275.0,283400.0,21.5,2.25,A,0.984,1.51653017895056,65.3184837827276,0.753532182103611,,14.2308794041822,1.5
3013,390490062303,2506.0,66.85,1143.0,88711.0,190200.0,16.3,2.8,A,0.970,0.0,72.5568181818182,0.0,,14.4739660245065,1.5
3014,390490062304,3433.0,11.99,1289.0,79182.0,154100.0,22.0,4.53,A,0.926,4.83701366982124,52.9253530598521,2.15469613259669,,19.0043191634462,1.5
3015,390490062361,1609.0,1.86,,138375.0,387800.0,,0.0,A,0.976,0.0,82.0535714285714,1.1864406779661,,,2.3
3016,390490062362,1724.0,5.37,,179773.0,449400.0,,9.09,A,0.989,0.0,85.3658536585366,0.0,,,2.3
3017,390490062363,2712.0,0.81,,142083.0,351100.0,,0.0,A,0.989,0.0,83.3946078431373,0.0,,,2.3
3018,390490063101,1312.0,1.91,,118750.0,370400.0,,20.0,A,0.969,0.0,72.3094170403588,8.26271186440678,,,4.2
3019,390490063102,1303.0,2.3,,103750.0,304300.0,,11.11,A,0.957,0.0,68.9826302729528,0.0,,,4.2
3020,390490063103,982.0,9.61,1329.0,106042.0,331800.0,35.3,7.14,A,0.954,2.03562340966921,77.5988286969253,2.33766233766234,,12.2781539390053,4.2
3021,390490063104,936.0,7.43,1155.0,145469.0,429700.0,40.6,10.0,A,0.958,7.94701986754967,82.6573426573427,0.0,,,4.2
3022,390490063211,601.0,34.89,1101.0,56786.0,173400.0,22.5,2.56,B,0.853,0.0,52.5164113785558,8.27338129496403,,20.1810305356954,2.2
3023,390490063212,1510.0,9.55,1821.0,144531.0,365100.0,41.3,6.67,A,0.942,0.0,72.8328865058088,0.0,,13.0103576395375,2.2
3024,390490063213,1380.0,21.69,993.0,114050.0,332200.0,17.0,2.63,A,0.922,0.0,64.1425389755011,1.95227765726681,,8.37527400263042,2.2
3025,390490063214,1208.0,1.43,,117969.0,378200.0,,0.0,A,0.969,0.0,67.8651685393258,0.0,,,2.2
3026,390490063231,1472.0,33.54,972.0,77431.0,299100.0,20.7,4.27,A,0.933,0.0,66.8181818181818,3.24574961360124,,13.3434929162738,4.7
3027,390490063232,955.0,20.56,1344.0,63472.0,240000.0,36.0,4.35,B,0.908,0.0,63.9030612244898,0.0,,23.9538694227376,4.7
3028,390490063233,1146.0,19.61,930.0,118403.0,294800.0,39.7,2.86,B,0.808,6.77200902934537,71.1278195488722,9.44309927360775,,8.41194902156195,4.7
3029,390490063301,691.0,10.59,,72868.0,179800.0,,0.0,A,0.916,4.46428571428571,80.9523809523809,0.0,,,4.1
3030,390490063302,802.0,19.71,1364.0,77847.0,169800.0,24.6,5.97,B,0.911,0.0,60.2996254681648,0.0,,17.7887394504605,4.1
3031,390490063303,860.0,25.63,1540.0,107727.0,168600.0,16.6,0.0,B,0.910,0.0,74.1056218057922,6.64556962025316,,14.1468712579019,4.1
3032,390490063304,760.0,13.03,,71587.0,223500.0,27.1,3.39,A,0.918,3.76175548589342,63.2295719844358,0.0,,17.9529802897174,4.1
3033,390490063305,943.0,0.0,,71691.0,283000.0,,4.17,A,0.918,4.24403183023873,78.0889621087315,0.0,,,4.1
3034,390490063306,895.0,10.86,,65799.0,196900.0,38.3,6.33,B,0.837,6.89655172413793,57.0190641247834,5.18518518518519,,,4.1
3035,390490063401,1827.0,14.39,1609.0,131250.0,419900.0,26.3,1.27,A,0.971,6.77731673582296,68.9519306540583,3.11572700296736,,12.4708571428571,9.2
3036,390490063402,1163.0,41.45,1108.0,66151.0,321100.0,24.4,5.9,B,0.887,12.2413793103448,67.5054704595186,1.57170923379175,,15.782074345059,9.2
3037,390490063511,1492.0,55.52,886.0,50052.0,194400.0,42.3,3.04,B,0.868,0.0,56.099732858415,12.9124820659971,,17.9333493167106,2.7
3038,390490063512,1240.0,31.24,993.0,52361.0,132300.0,25.6,3.41,B,0.766,12.7808988764045,53.1960996749729,3.05958132045089,,18.5634346173679,2.7
3039,390490063513,1262.0,35.49,1026.0,83606.0,208900.0,19.5,1.99,A,0.946,0.0,65.4761904761905,7.02402957486137,,12.329258665646,2.7
3040,390490063521,954.0,89.8,818.0,40515.0,70600.0,20.7,2.24,B,0.734,11.8780096308186,58.0229226361031,0.0,,21.9770455386894,4.0
