,GEOID,population,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,eviction-rate,score,raw_score,percentage_vacant_housing_units,percent_college_educated,snaps_percentage,percent_poverty,rent_to_income_ratio,unemployment_rate
0,390017701001,1242.0,28.98,522.0,24063.0,83300.0,44.8,1.94,D,0.249,5.75916230366492,11.1241217798595,39.0151515151515,,16.8058845530482,8.6
1,390017701002,1574.0,39.32,624.0,30179.0,92200.0,36.9,3.17,D,0.252,7.81010719754977,13.7327188940092,31.1864406779661,,17.1377447894231,8.6
2,390017701003,1133.0,38.6,567.0,37472.0,84400.0,29.6,6.12,D,0.233,11.900826446281,11.4321608040201,26.3157894736842,,14.5708795900939,8.6
3,390017701004,750.0,13.53,873.0,34659.0,46000.0,26.4,1.28,D,0.257,11.3259668508287,5.01002004008016,15.1815181518152,,15.0956461525145,8.6
4,390017702001,1803.0,9.25,757.0,40972.0,129500.0,46.4,1.03,C,0.446,13.5785007072136,13.121434392828,17.9794520547945,,16.3135800058577,11.5
5,390017702002,1038.0,11.48,,46250.0,138300.0,,2.67,C,0.461,15.6626506024096,15.8322056833559,26.530612244898,,,11.5
6,390017702003,1020.0,41.62,621.0,37917.0,83300.0,28.2,3.35,D,0.215,21.4,8.7378640776699,23.2432432432432,,13.2288946910357,11.5
7,390017702004,1105.0,41.56,595.0,24219.0,87200.0,37.2,0.56,D,0.203,6.09756097560976,8.04093567251462,34.025974025974,,20.9092035178992,11.5
8,390017703001,1422.0,32.94,777.0,37167.0,89700.0,31.1,0.0,C,0.452,0.0,12.3304562268804,7.71028037383178,,16.5953668576963,8.8
9,390017703002,2045.0,22.3,556.0,33730.0,120500.0,22.1,0.48,D,0.173,10.7142857142857,7.72908366533865,22.5675675675676,,15.7248739994071,8.8
10,390017703003,1808.0,26.01,908.0,50781.0,104100.0,33.0,2.3,C,0.564,0.0,10.9822119102862,15.3179190751445,,8.86158208778874,8.8
11,390017703004,1744.0,29.72,381.0,53780.0,74900.0,20.7,1.83,D,0.092,2.45901639344262,10.9640831758034,24.3021346469622,,,8.8
12,390017704001,625.0,27.86,914.0,40732.0,87500.0,43.1,1.92,C,0.640,0.0,8.24295010845987,11.8320610687023,,16.4097024452519,9.0
13,390017704002,1419.0,41.89,519.0,23924.0,78700.0,36.3,5.56,D,0.156,0.0,11.2167300380228,25.3477588871716,,21.6184584517639,9.0
14,390017704003,893.0,39.51,461.0,39464.0,83100.0,50.0,2.81,D,0.150,14.4787644787645,12.6329787234043,20.0,,12.8623555645652,9.0
15,390017704004,1760.0,54.55,,33026.0,95500.0,29.9,2.08,D,0.168,14.0625,9.23076923076923,27.8181818181818,,9.66511233573548,9.0
16,390017705001,1193.0,20.51,436.0,28750.0,96100.0,47.9,2.84,D,0.101,18.1954887218045,5.12540894220284,31.4453125,,14.0660869565217,9.7
17,390017705002,1376.0,30.74,538.0,33778.0,50700.0,50.0,1.42,D,0.164,10.0486223662885,7.46268656716418,28.0834914611006,,12.2564983125111,9.7
18,390017705003,732.0,27.45,464.0,40781.0,66800.0,39.2,0.0,D,0.121,4.25531914893617,3.03605313092979,27.4509803921569,,8.18028003236801,9.7
19,390017706001,657.0,40.71,629.0,23250.0,113100.0,48.2,1.11,D,0.148,6.16740088105727,9.6958174904943,25.6830601092896,,23.8967741935484,10.4
20,390017706002,1882.0,41.54,535.0,29455.0,65400.0,38.9,2.59,D,0.115,13.9198218262806,9.09090909090909,38.8335704125178,,14.8701408928875,10.4
21,390017706003,1008.0,12.41,706.0,50625.0,111100.0,23.1,3.03,C,0.451,16.260162601626,22.1322537112011,15.1898734177215,,12.0177777777778,10.4
22,390030101001,1707.0,23.75,743.0,75330.0,154200.0,24.8,0.94,B,0.858,0.0,53.8624338624339,1.25,,9.78096375945838,1.1
23,390030101002,1282.0,16.7,583.0,65625.0,149300.0,50.0,0.45,B,0.828,4.24710424710425,52.8898582333697,2.11416490486258,,9.43542857142857,1.1
24,390030101003,1444.0,35.92,551.0,44766.0,121600.0,30.7,0.55,C,0.410,10.1515151515152,28.7810383747178,14.3338954468803,,10.9100656748425,1.1
25,390030102001,710.0,13.61,689.0,47353.0,92600.0,29.4,1.45,C,0.433,6.41399416909621,6.56934306569343,10.4430379746835,,13.5070639663802,3.1
26,390030102002,916.0,10.96,,69853.0,160500.0,50.0,2.63,B,0.836,5.57029177718833,31.6251830161054,3.08988764044944,,,3.1
27,390030102003,1017.0,4.66,,62143.0,125600.0,,0.0,B,0.689,6.12244897959184,21.2264150943396,7.14285714285714,,,3.1
28,390030102004,1462.0,19.44,784.0,46290.0,98200.0,29.8,1.11,C,0.562,1.36986301369863,16.4915966386555,3.57142857142857,,13.7653920933247,3.1
29,390030103001,856.0,12.42,831.0,63077.0,152500.0,37.5,0.0,C,0.438,12.0218579234973,9.81067125645439,9.62732919254658,,11.7760831998985,5.0
30,390030103002,677.0,14.34,900.0,65284.0,124100.0,26.9,0.0,B,0.678,0.0,6.86868686868687,6.09318996415771,,9.96262483916427,5.0
31,390030106001,1112.0,25.3,742.0,34760.0,92600.0,36.1,5.32,C,0.346,9.61538461538462,10.0456621004566,18.6761229314421,,17.4683544303797,3.9
32,390030106002,1329.0,12.86,1018.0,68646.0,168100.0,25.7,0.0,B,0.836,10.5839416058394,17.0258620689655,5.91836734693878,,13.3379949305131,3.9
33,390030106003,1423.0,12.47,718.0,64028.0,117900.0,49.0,1.22,C,0.550,1.01214574898785,24.3488108720272,10.6339468302658,,9.65202723808334,3.9
34,390030106004,1188.0,26.42,448.0,42446.0,73200.0,24.2,2.13,D,0.305,11.244019138756,12.4153498871332,12.6684636118598,,10.7147905574141,3.9
35,390030108001,1419.0,23.43,789.0,49875.0,96800.0,36.4,0.99,C,0.464,6.44567219152855,16.0893854748603,7.8740157480315,,13.0406015037594,2.4
36,390030108002,514.0,33.18,612.0,54615.0,112500.0,20.5,0.0,C,0.325,18.6311787072243,6.86567164179105,0.0,,11.337544630596,2.4
37,390030108003,2135.0,8.83,707.0,79901.0,144100.0,18.4,0.0,B,0.845,0.0,28.5121107266436,0.0,,8.09501758426052,2.4
38,390030108004,1159.0,15.13,536.0,60259.0,154900.0,35.9,0.0,C,0.549,0.0,18.3257918552036,0.0,,10.1362452081847,2.4
39,390030108005,1004.0,36.65,1046.0,47095.0,115800.0,40.8,1.1,B,0.763,0.0,16.4490861618799,3.60169491525424,,21.7347913791273,2.4
40,390030108006,1442.0,7.35,,106227.0,257000.0,,4.0,A,0.982,7.1969696969697,46.711259754738,2.44897959183673,,,2.4
41,390030109001,1822.0,17.0,957.0,67159.0,105700.0,25.1,7.55,B,0.858,0.0,12.8991060025543,2.46305418719212,,14.9912893283104,6.6
42,390030109002,1163.0,52.79,767.0,52838.0,130800.0,20.8,0.0,C,0.610,1.61870503597122,29.1348600508906,11.3382899628253,,13.3313145842008,6.6
43,390030109003,1811.0,49.48,827.0,38015.0,124300.0,33.0,1.54,B,0.693,10.7549120992761,18.8679245283019,4.8667439165701,,20.7076154149678,6.6
44,390030110001,1352.0,0.0,,51146.0,92400.0,,2.63,C,0.560,0.0,9.96948118006104,11.3785557986871,,,5.6
45,390030110002,1840.0,84.47,694.0,,119900.0,41.6,3.46,C,0.478,6.00272851296044,10.5726872246696,16.255442670537,,,5.6
46,390030110003,1269.0,83.15,609.0,21719.0,88300.0,33.3,0.85,D,0.224,0.0,8.56807511737089,24.3369734789392,,27.2388231502371,5.6
47,390030110004,1335.0,39.86,656.0,35357.0,108000.0,27.9,0.99,C,0.427,7.30117340286832,14.1980718667835,2.60869565217391,,16.4946120994428,5.6
48,390030112001,1519.0,100.0,,,,,0.0,B,0.898,0.0,4.75852272727273,0.0,,,4.4
49,390030112002,1116.0,18.78,570.0,38936.0,73600.0,25.8,4.31,D,0.210,16.6959578207381,7.52427184466019,10.9704641350211,,13.1908773371687,4.4
50,390030113001,1395.0,11.81,,53099.0,136500.0,,5.0,B,0.748,0.0,11.8246687054027,5.18783542039356,,,1.7
51,390030113002,2405.0,29.15,701.0,46503.0,127500.0,16.1,5.26,C,0.457,18.3564567769477,18.4478371501272,12.9411764705882,,12.2830785110638,1.7
52,390030113003,1235.0,15.18,,56136.0,138600.0,,4.55,B,0.730,13.963963963964,34.0659340659341,3.92670157068063,,,1.7
53,390030113004,1701.0,10.49,483.0,60288.0,129600.0,13.3,0.0,C,0.635,7.15166461159063,24.8480243161094,0.0,,8.61863057324841,1.7
54,390030113005,683.0,22.64,824.0,33500.0,31100.0,14.6,1.83,C,0.650,5.14541387024608,10.2819237147595,10.6132075471698,,20.8119402985075,1.7
55,390030114001,1366.0,5.66,,68875.0,187300.0,,3.23,B,0.884,8.79541108986616,19.5071868583162,2.72536687631027,,,2.6
56,390030114002,1622.0,10.71,708.0,52232.0,134400.0,24.2,0.0,C,0.641,3.486529318542,14.5574855252275,8.40197693574959,,11.9926481850207,2.6
57,390030115001,1819.0,14.22,643.0,47500.0,121300.0,50.0,0.0,C,0.488,6.9701280227596,14.0319715808171,21.1009174311927,,11.1915789473684,8.5
58,390030115002,929.0,16.39,558.0,45150.0,82400.0,21.3,0.0,D,0.234,7.71604938271605,9.72222222222222,18.0602006688963,,10.8970099667774,8.5
59,390030116001,1178.0,22.57,375.0,28795.0,,32.2,1.72,C,0.399,9.42492012779553,10.6710671067107,9.34744268077601,,14.5025177982289,10.5
60,390030116002,837.0,14.79,783.0,57250.0,138300.0,50.0,0.0,C,0.566,9.20398009950249,13.1979695431472,2.46575342465753,,13.0375545851528,10.5
61,390030116003,753.0,5.47,,66146.0,149400.0,,0.0,B,0.765,5.53505535055351,22.0502901353965,0.0,,,10.5
62,390030118001,1247.0,11.25,1129.0,65583.0,87900.0,21.4,1.11,C,0.566,6.6147859922179,17.5219023779725,3.95833333333333,,11.5639723708888,1.0
63,390030118002,1359.0,29.93,542.0,72500.0,160000.0,14.2,2.26,B,0.842,7.6158940397351,45.5769230769231,2.8673835125448,,7.72965517241379,1.0
64,390030119001,1008.0,29.38,841.0,37115.0,119800.0,41.4,9.3,C,0.401,11.4155251141553,11.0691823899371,22.1649484536082,,21.6624006466388,9.4
65,390030119002,468.0,2.41,,37552.0,92300.0,,2.56,D,0.264,13.2404181184669,9.06801007556675,2.40963855421687,,,9.4
66,390030119003,1106.0,27.23,777.0,52792.0,109000.0,28.1,3.21,C,0.364,12.4260355029586,17.2099087353325,14.6453089244851,,15.206849522655,9.4
67,390030119004,443.0,5.21,,49750.0,100800.0,,30.43,C,0.550,0.0,14.9584487534626,10.9375,,,9.4
68,390030120001,1216.0,0.0,,88295.0,179300.0,,0.0,B,0.911,12.1031746031746,45.048309178744,0.0,,,0.6
69,390030120002,1027.0,3.49,,60694.0,155400.0,,3.13,B,0.840,4.08560311284047,34.093637454982,3.08008213552361,,,0.6
70,390030121001,2317.0,15.53,869.0,64250.0,140000.0,41.4,1.21,B,0.814,0.0,26.9891788669637,5.13966480446927,,13.7089494163424,5.0
71,390030121002,1150.0,5.91,781.0,70962.0,158200.0,32.2,2.44,C,0.595,13.0620985010707,31.203007518797,3.94088669950739,,9.82497674811871,5.0
72,390030122001,1201.0,39.76,,32531.0,77700.0,50.0,3.51,D,0.166,16.6666666666667,17.7083333333333,37.8313253012048,,,8.2
73,390030122002,2358.0,54.7,655.0,29554.0,74000.0,29.9,1.58,D,0.222,8.05825242718447,13.933236574746,26.3991552270327,,20.6672531637003,8.2
74,390030123001,1543.0,54.18,579.0,30568.0,54700.0,27.8,4.94,D,0.155,14.1831238779174,15.3072625698324,16.5271966527197,,17.5477623658728,8.1
75,390030123002,1308.0,36.42,704.0,34276.0,53300.0,27.3,4.23,D,0.116,13.3333333333333,3.42298288508557,30.6584362139918,,14.9842455362353,8.1
76,390030123003,1004.0,17.7,1061.0,48750.0,67400.0,50.0,0.0,C,0.455,7.07456978967495,13.8310893512852,14.40329218107,,16.8861538461538,8.1
77,390030124001,978.0,78.74,624.0,15926.0,53800.0,29.5,3.63,D,0.136,7.55939524838013,1.5625,45.5607476635514,,43.4760768554565,13.5
78,390030124002,1156.0,59.63,693.0,29509.0,61500.0,32.4,5.73,D,0.108,3.56234096692112,2.39234449760766,50.6596306068602,,17.8521806906368,13.5
79,390030124003,496.0,75.71,479.0,16310.0,32900.0,50.0,8.47,F,0.039,39.8963730569948,0.0,50.0,,26.1189454322502,13.5
80,390030126001,895.0,37.78,722.0,40882.0,57700.0,22.5,6.54,D,0.243,23.2409381663113,6.74157303370786,10.2777777777778,,17.6116628344993,12.9
81,390030126002,1074.0,33.58,569.0,35826.0,56400.0,41.9,3.23,D,0.168,11.7647058823529,3.00751879699248,15.5555555555556,,15.5752805225255,12.9
82,390030127001,705.0,57.62,618.0,14583.0,34200.0,50.0,7.19,F,0.054,19.2307692307692,3.87096774193548,55.2380952380952,,39.6626208599054,15.4
83,390030127002,1193.0,69.8,613.0,23750.0,42300.0,41.9,5.93,F,0.058,24.8091603053435,7.90568654646325,45.4314720812183,,22.4336842105263,15.4
84,390030129001,544.0,68.72,539.0,15938.0,51600.0,48.4,11.19,F,0.081,21.9931271477663,10.223642172524,22.4669603524229,,30.6437445099762,9.9
85,390030129002,939.0,72.02,670.0,21250.0,58700.0,47.5,11.35,F,0.054,28.5106382978723,4.41426146010187,60.4166666666667,,24.9035294117647,9.9
86,390030130001,1334.0,40.51,844.0,33571.0,67500.0,29.4,0.52,C,0.515,3.59477124183007,14.0112994350282,22.2033898305085,,20.7321795597391,13.4
87,390030130002,842.0,35.35,704.0,50063.0,62200.0,19.9,3.31,C,0.400,10.5405405405405,17.2786177105832,12.9909365558912,,11.7212312486267,13.4
88,390030130003,713.0,54.04,721.0,23603.0,72800.0,35.5,2.93,D,0.101,31.8181818181818,12.9589632829374,38.5964912280702,,26.2339533110198,13.4
89,390030130004,1503.0,40.98,558.0,31111.0,72400.0,35.8,4.72,D,0.310,0.0,9.00098911968348,11.3924050632911,,19.3243547298383,13.4
90,390030131001,659.0,27.43,539.0,42188.0,81400.0,31.8,2.11,D,0.198,18.7935034802784,26.6781411359725,8.0,,12.1171897221959,6.0
91,390030131002,1688.0,38.5,809.0,54706.0,100400.0,24.3,2.07,C,0.328,3.82978723404255,19.2982456140351,23.598820058997,,11.6257814499324,6.0
92,390030132001,694.0,61.01,616.0,22841.0,94100.0,41.5,5.14,D,0.189,11.1111111111111,8.78661087866109,42.8571428571429,,25.848255330327,11.4
93,390030132002,1220.0,23.08,755.0,71750.0,97700.0,24.8,5.41,C,0.583,6.71296296296296,46.2333825701625,9.92555831265509,,10.4864111498258,11.4
94,390030133001,456.0,59.09,576.0,28333.0,51200.0,30.3,6.75,F,0.085,32.9268292682927,7.3394495412844,40.0,,15.7978329156814,8.9
95,390030133002,852.0,54.66,683.0,34167.0,75400.0,30.0,5.42,D,0.172,16.3120567375887,10.4166666666667,39.4067796610169,,16.3315479848977,8.9
96,390030134001,907.0,84.42,494.0,15850.0,,27.8,2.49,F,0.072,8.3011583011583,10.3896103896104,44.6315789473684,,31.192429022082,8.3
97,390030134002,479.0,68.97,614.0,17835.0,45000.0,40.4,8.55,F,0.037,38.2978723404255,0.0,41.3793103448276,,26.9806560134567,8.3
98,390030134003,653.0,77.19,564.0,,,28.3,8.85,F,0.088,36.90036900369,8.12720848056537,53.2163742690059,,,8.3
99,390030134004,418.0,81.41,600.0,,20800.0,50.0,7.44,F,0.040,10.3448275862069,0.0,68.5897435897436,,,8.3
100,390030136001,1290.0,57.8,606.0,22500.0,34400.0,32.5,11.15,F,0.042,23.2209737827715,0.416666666666667,47.5609756097561,,22.5066666666667,13.6
101,390030137001,1165.0,61.2,666.0,24868.0,38700.0,30.0,15.81,F,0.084,31.8435754189944,6.59670164917541,42.896174863388,,21.8111629403249,16.0
102,390030138001,1086.0,68.35,568.0,23611.0,39100.0,50.0,4.88,F,0.055,20.4379562043796,0.0,42.2018348623853,,22.2099868705264,19.4
103,390030138002,680.0,38.79,817.0,30250.0,28300.0,46.1,0.0,D,0.249,9.72762645914397,4.92610837438424,31.8965517241379,,19.4380165289256,19.4
104,390030138003,1061.0,50.44,523.0,26447.0,60100.0,30.0,3.68,F,0.089,25.4966887417219,7.83783783783784,24.2222222222222,,18.4217491586948,19.4
105,390030139001,741.0,25.38,540.0,47721.0,78000.0,13.8,4.17,D,0.147,16.1538461538462,13.3802816901408,2.75229357798165,,11.2906267680895,3.7
106,390030139002,1276.0,30.8,492.0,35795.0,91000.0,31.6,1.28,D,0.212,5.56552962298025,12.0906801007557,22.2433460076046,,14.147227266378,3.7
107,390030139003,1330.0,7.76,600.0,62222.0,152400.0,25.0,1.96,B,0.812,0.0,14.8851148851149,2.04081632653061,,9.64289158175565,3.7
108,390030140001,726.0,25.11,682.0,68558.0,94300.0,23.0,7.58,C,0.494,3.68852459016393,30.2222222222222,8.93617021276596,,8.19160418915371,4.6
109,390030140002,606.0,3.88,,41667.0,79500.0,,4.35,D,0.275,0.0,12.3595505617978,12.015503875969,,,4.6
110,390030140003,2081.0,19.56,745.0,57212.0,152500.0,49.4,0.0,B,0.773,3.29024676850764,20.8281053952321,4.49574726609964,,11.7248129762987,4.6
111,390030141001,634.0,54.51,767.0,27750.0,50400.0,33.7,8.26,F,0.081,24.8387096774194,7.12250712250712,38.6266094420601,,19.372972972973,22.3
112,390030141002,611.0,98.87,348.0,13472.0,,25.8,4.88,F,0.020,42.548596112311,1.08459869848156,69.9248120300752,,28.2363420427553,22.3
113,390030141003,810.0,74.54,567.0,14632.0,41000.0,49.3,13.91,F,0.073,16.6153846153846,10.3015075376884,57.9335793357934,,35.2651722252597,22.3
114,390059701001,2369.0,8.92,,46274.0,145700.0,,0.0,C,0.636,0.0,7.09768095572734,23.3196159122085,,,4.0
115,390059701002,1611.0,12.17,,45938.0,104000.0,,1.23,C,0.619,0.0,12.0574162679426,5.39130434782609,,,4.0
116,390059701003,1900.0,17.89,,54213.0,144600.0,30.8,1.0,B,0.729,13.1399317406143,7.18623481781376,5.16898608349901,,,4.0
117,390059701004,2416.0,24.69,535.0,62610.0,143900.0,17.6,0.0,B,0.668,5.33617929562433,15.2431011826544,9.47012401352875,,9.85146142788692,4.0
118,390059702001,1374.0,23.71,813.0,44167.0,120000.0,22.5,1.37,C,0.574,17.0731707317073,19.8189134808853,14.5220588235294,,14.2097040777051,4.6
119,390059702002,1357.0,14.84,873.0,54583.0,161100.0,17.6,2.2,B,0.768,2.99065420560748,15.9798994974874,11.7533718689788,,14.5539820090504,4.6
120,390059702003,1460.0,18.77,671.0,65962.0,150300.0,22.8,0.0,B,0.743,0.0,9.62962962962963,3.3596837944664,,8.5685697826021,4.6
121,390059702004,1627.0,34.2,722.0,51429.0,135400.0,35.6,0.0,C,0.530,0.0,7.64192139737991,16.6666666666667,,11.9232339730502,4.6
122,390059703001,1239.0,15.06,627.0,44776.0,127400.0,41.4,2.41,C,0.525,0.0,20.2095808383234,8.94117647058824,,11.068429515812,4.5
123,390059703002,1069.0,33.16,945.0,35417.0,85600.0,43.3,4.95,D,0.230,21.294363256785,8.68878357030016,10.079575596817,,18.8045288985515,4.5
124,390059703003,875.0,15.67,1059.0,46094.0,96400.0,50.0,3.45,B,0.663,7.14285714285714,24.7154471544715,4.27350427350427,,15.0735453638218,4.5
125,390059703004,759.0,36.52,524.0,48467.0,68500.0,14.7,2.37,D,0.116,25.2551020408163,11.2627986348123,10.9215017064846,,10.6959374419708,4.5
126,390059704001,1378.0,32.05,737.0,27368.0,83000.0,47.9,2.58,C,0.433,5.54675118858954,12.2969837587007,28.3557046979866,,19.9064600993861,2.6
127,390059704002,803.0,27.3,725.0,43000.0,,17.2,12.64,C,0.453,0.0,15.587044534413,24.2331288343558,,12.1116279069767,2.6
128,390059704003,932.0,52.53,613.0,23681.0,70600.0,38.2,2.72,D,0.168,5.44662309368192,13.7318255250404,27.1889400921659,,21.6882732992695,2.6
129,390059704004,544.0,42.48,586.0,38462.0,67900.0,18.5,4.73,D,0.139,22.2222222222222,1.7156862745098,16.5413533834586,,13.6030367635588,2.6
130,390059705001,551.0,91.02,616.0,25125.0,41700.0,29.4,1.16,D,0.092,6.48854961832061,4.84848484848485,55.5102040816327,,22.6388059701493,9.1
131,390059705002,739.0,94.74,491.0,27333.0,,24.1,1.84,F,0.088,16.0220994475138,26.8686868686869,52.6315789473684,,17.1660630007683,9.1
132,390059705003,685.0,56.03,484.0,26875.0,76400.0,23.0,2.06,D,0.125,0.0,3.2319391634981,5.63002680965147,,19.9590697674419,9.1
133,390059705004,913.0,58.13,812.0,45714.0,88900.0,23.8,0.97,C,0.637,2.10772833723653,33.0909090909091,3.11004784688995,,16.4326027037669,9.1
134,390059706001,1510.0,61.07,746.0,39919.0,85900.0,25.8,0.0,C,0.493,0.0,25.7080610021786,13.2142857142857,,13.9181843232546,4.4
135,390059706002,983.0,18.73,652.0,51806.0,116400.0,22.8,1.5,C,0.573,0.0,25.7636122177955,3.16301703163017,,10.6551364706791,4.4
136,390059706003,1226.0,22.59,639.0,49815.0,104800.0,25.1,2.17,C,0.470,14.5569620253165,31.3645621181263,11.1111111111111,,11.7795844625113,4.4
137,390059706004,1546.0,12.19,1023.0,52560.0,142800.0,29.3,1.64,B,0.788,3.65079365079365,38.368860055607,12.0263591433278,,16.1415525114155,4.4
138,390059707001,960.0,25.58,818.0,54087.0,107000.0,16.9,1.85,C,0.557,11.9369369369369,38.4615384615385,0.0,,11.5813411725553,2.1
139,390059707002,2447.0,28.31,638.0,47376.0,180400.0,22.6,1.51,B,0.862,2.46262093227792,46.1175236096537,1.53291253381425,,14.2350557244174,2.1
140,390059707003,1014.0,21.43,759.0,64070.0,133500.0,20.3,3.23,C,0.643,8.69565217391304,31.2162162162162,11.4285714285714,,11.4062743873888,2.1
141,390059707004,1003.0,14.78,,72875.0,172800.0,,1.75,B,0.766,0.0,18.7799043062201,0.0,,,2.1
142,390059708001,685.0,65.19,532.0,21176.0,69000.0,27.9,1.92,D,0.138,11.484593837535,6.77966101694915,41.1392405063291,,26.1805817907065,5.1
143,390059708002,675.0,4.79,,54125.0,106900.0,,5.45,B,0.718,0.0,44.2424242424242,5.75079872204473,,,5.1
144,390059708003,1221.0,33.45,715.0,52297.0,144900.0,24.8,0.78,C,0.592,3.82775119617225,41.2280701754386,10.6761565836299,,12.7349561160296,5.1
145,390059708004,1393.0,48.05,848.0,57024.0,169000.0,21.6,0.0,B,0.830,5.45722713864307,35.7843137254902,2.5974025974026,,15.2777777777778,5.1
146,390059709001,1658.0,14.95,660.0,52833.0,149200.0,17.5,1.39,B,0.733,0.0,27.4098910310143,9.81873111782477,,11.7199477599228,4.5
147,390059709002,1071.0,23.27,743.0,65197.0,111500.0,30.9,0.89,C,0.473,18.3716075156576,22.6037195994278,12.5319693094629,,9.09244290381459,4.5
148,390059709003,1441.0,17.55,646.0,54115.0,163800.0,21.5,1.14,B,0.767,0.0,15.1327433628319,2.82131661442006,,11.6418737873048,4.5
149,390059709004,1004.0,35.69,827.0,62969.0,122100.0,18.0,0.0,C,0.606,0.0,13.6507936507937,9.06515580736544,,10.4432339722721,4.5
150,390059710001,1093.0,9.07,500.0,62230.0,124100.0,16.0,0.0,B,0.660,1.25,18.0089485458613,4.85232067510549,,8.19540414591033,6.5
151,390059710002,1411.0,17.2,831.0,51281.0,137500.0,22.2,0.0,C,0.608,6.05536332179931,21.3581599123768,10.2079395085066,,14.0870887853201,6.5
152,390059710003,1446.0,17.94,761.0,44464.0,153000.0,10.5,1.52,C,0.553,5.61456752655539,16.4448669201521,1.82724252491694,,13.898884490824,6.5
153,390059710004,995.0,19.1,589.0,39602.0,93800.0,28.2,1.75,D,0.167,13.0350194552529,11.2291350531108,21.2201591511936,,11.6963789707591,6.5
154,390059711001,1217.0,32.34,628.0,37895.0,89600.0,33.2,1.01,D,0.257,7.01107011070111,13.5405105438402,21.6269841269841,,14.2182345955931,7.0
155,390059711002,712.0,58.12,580.0,33194.0,83200.0,20.9,3.42,D,0.174,10.9324758842444,6.72451193058568,19.4945848375451,,16.8102669157077,7.0
156,390059711003,833.0,17.18,632.0,40750.0,99300.0,19.8,7.04,C,0.326,13.3333333333333,15.817223198594,2.30769230769231,,15.0184049079755,7.0
157,390059711004,1044.0,32.52,530.0,55809.0,178300.0,22.2,2.17,B,0.664,3.2994923857868,19.1946308724832,16.8021680216802,,9.03080148363167,7.0
158,390070001011,1065.0,22.9,735.0,36406.0,110500.0,19.5,7.14,C,0.433,19.9708454810496,14.0151515151515,10.5042016806723,,24.2267758061858,5.8
159,390070001012,1008.0,51.54,277.0,24716.0,122900.0,30.1,1.62,D,0.128,3.82608695652174,8.71212121212121,27.3056057866184,,13.0603657549765,5.8
160,390070001013,2751.0,12.37,947.0,38214.0,74800.0,40.6,1.15,D,0.207,8.65384615384615,5.67035079288804,27.6315789473684,,16.9257340241796,5.8
161,390070001021,462.0,10.55,,41964.0,73800.0,,3.23,D,0.196,8.29493087557604,7.82608695652174,24.6231155778894,,,10.0
162,390070001022,925.0,16.92,863.0,38611.0,105100.0,46.9,0.0,C,0.364,10.5660377358491,18.1818181818182,15.9203980099502,,16.8138613348528,10.0
163,390070001023,716.0,25.26,631.0,27670.0,60600.0,45.3,0.0,D,0.111,8.4375,6.07287449392713,31.3993174061433,,22.247921937116,10.0
164,390070001024,348.0,31.78,447.0,29755.0,82300.0,14.7,0.0,D,0.139,18.7074829931973,8.97435897435897,4.20560747663551,,16.6560241976138,10.0
165,390070001025,855.0,42.04,600.0,31344.0,75100.0,41.5,2.34,D,0.149,17.6328502415459,18.796992481203,39.9399399399399,,16.1179173047473,10.0
166,390070001031,723.0,46.74,839.0,34656.0,74600.0,40.4,1.6,D,0.264,11.0091743119266,6.96055684454756,1.71821305841924,,21.398891966759,19.4
167,390070001032,688.0,41.5,825.0,38784.0,99500.0,43.6,1.41,C,0.357,26.9689737470167,17.2744721689059,10.7843137254902,,17.914603960396,19.4
168,390070001033,867.0,70.71,588.0,42885.0,71600.0,23.1,1.28,D,0.150,0.0,6.35179153094463,27.2189349112426,,12.0041972717733,19.4
169,390070001034,923.0,34.55,529.0,22409.0,43300.0,50.0,5.83,F,0.065,16.8508287292818,4.42176870748299,49.5016611295681,,23.6155116247936,19.4
170,390070001035,629.0,69.75,512.0,26162.0,53900.0,22.9,2.17,F,0.080,15.8176943699732,8.92018779342723,27.7070063694268,,15.9620824096017,19.4
171,390070002001,761.0,17.13,773.0,38125.0,129000.0,42.2,2.99,C,0.587,0.0,19.7346600331675,10.9550561797753,,19.6091803278689,2.3
172,390070002002,1122.0,31.91,527.0,56375.0,117900.0,24.6,0.72,C,0.425,6.69975186104218,16.5364583333333,17.2872340425532,,9.28070953436807,2.3
173,390070002003,1412.0,10.32,850.0,55221.0,116400.0,15.3,0.85,C,0.619,6.98630136986301,19.2127460168697,3.1866464339909,,15.5158363665997,2.3
174,390070002004,967.0,13.0,776.0,61250.0,152100.0,20.0,0.0,C,0.648,10.8050847457627,24.3937232524964,9.0,,12.930612244898,2.3
175,390070003001,1085.0,14.92,795.0,41060.0,100700.0,50.0,2.17,C,0.537,7.26495726495727,16.6666666666667,18.1818181818182,,14.4958597174866,8.1
176,390070003002,980.0,21.56,599.0,65172.0,114000.0,26.5,0.0,C,0.463,1.35746606334842,14.9746192893401,13.0733944954128,,9.96133308782913,8.1
177,390070004001,483.0,46.51,688.0,33194.0,75300.0,37.1,1.72,D,0.183,13.1313131313131,7.78301886792453,19.3798449612403,,17.6055913719347,13.3
178,390070004002,1300.0,53.22,534.0,23426.0,73800.0,40.5,0.65,F,0.079,11.0105580693816,2.8312570781427,30.5084745762712,,25.9199180397849,13.3
179,390070005001,1230.0,12.81,692.0,41484.0,89500.0,41.6,3.09,D,0.282,18.4981684981685,10.8695652173913,24.4943820224719,,15.6783338154469,8.9
