GEOID,unemployment_rate
390351196002,24.5
390351196003,24.5
390351196004,24.5
390351197011,14.8
390351197012,14.8
390351197021,40.0
390351197022,40.0
390351197023,40.0
390351198001,29.2
390351198002,29.2
390351198003,29.2
390351198004,29.2
390351198005,29.2
390351198006,29.2
390351199001,23.9
390351199002,23.9
390351202001,33.4
390351202002,33.4
390351202003,33.4
390351204001,38.7
390351204002,38.7
390351204003,38.7
390351204004,38.7
390351205001,38.4
390351205002,38.4
390351206001,16.5
390351206002,16.5
390351207011,24.7
390351207012,24.7
390351207013,24.7
390351207021,25.4
390351207022,25.4
390351207023,25.4
390351208011,13.9
390351208012,13.9
390351208021,27.1
390351208022,27.1
390351211001,21.3
390351211002,21.3
390351211003,21.3
390351212001,19.9
390351212002,19.9
390351212003,19.9
390351213001,34.3
390351213002,34.3
390351213003,34.3
390351214011,24.7
390351214012,24.7
390351214031,25.8
390351214032,25.8
390351214033,25.8
390351215001,30.7
390351215002,30.7
390351215003,30.7
390351215004,30.7
390351217001,16.4
390351217002,16.4
390351217003,16.4
390351217004,16.4
390351218001,19.7
390351218002,19.7
390351219001,24.1
390351221001,21.3
390351221002,21.3
390351221003,21.3
390351222001,14.3
390351222002,14.3
390351223001,23.7
390351223002,23.7
390351231001,2.5
390351231002,2.5
390351231003,2.5
390351232001,7.1
390351232002,7.1
390351232003,7.1
390351234001,4.8
390351234002,4.8
390351234003,4.8
390351234004,4.8
390351234005,4.8
390351235011,11.3
390351235012,11.3
390351235013,11.3
390351235014,11.3
390351235021,9.1
390351235022,9.1
390351235023,9.1
390351236011,9.9
390351236012,9.9
390351236013,9.9
390351236021,9.2
390351236022,9.2
390351236031,2.8
390351236032,2.8
390351236033,2.8
390351237001,6.9
390351237002,6.9
390351237003,6.9
390351238001,15.0
390351238002,15.0
390351239001,6.9
390351239002,6.9
390351239003,6.9
390351239004,6.9
390351241001,9.7
390351241002,9.7
390351241003,9.7
390351241004,9.7
390351241005,9.7
390351241006,9.7
390351242011,11.1
390351242012,11.1
390351242013,11.1
390351242021,11.6
390351242022,11.6
390351243001,11.6
390351243002,11.6
390351243003,11.6
390351243004,11.6
390351245001,5.6
390351245002,5.6
390351245003,5.6
390351245004,5.6
390351246001,13.1
390351246002,13.1
390351246003,13.1
390351246004,13.1
390351246005,13.1
390351261001,12.3
390351261002,12.3
390351275011,20.6
390351275012,20.6
390351275013,20.6
390351275014,20.6
390351301031,2.8
390351301032,2.8
390351301033,2.8
390351301041,0.4
390351301042,0.4
390351301043,0.4
390351301051,1.0
390351301052,1.0
390351301053,1.0
390351301061,3.3
390351301062,3.3
390351301063,3.3
390351301064,3.3
390351311021,2.1
390351311022,2.1
390351311023,2.1
390351311031,2.8
390351311032,2.8
390351311033,2.8
390351311034,2.8
390351311041,1.8
390351311042,1.8
390351311043,1.8
390351321001,5.5
390351321002,5.5
390351321003,5.5
390351321004,5.5
390351322001,4.2
390351322002,4.2
390351323011,1.6
390351323012,1.6
390351323021,9.1
390351331031,12.6
390351331032,12.6
390351331041,9.7
390351341001,4.9
390351342031,3.9
390351342032,3.9
390351342041,1.8
390351342042,1.8
390351342043,1.8
390351342051,4.8
390351342052,4.8
390351342053,4.8
390351342061,4.3
390351342062,4.3
390351342063,4.3
390351343001,5.6
390351343002,5.6
390351351031,7.2
390351351041,4.1
390351351042,4.1
390351351051,3.0
390351351052,3.0
390351351053,3.0
390351351061,3.3
390351361011,2.2
390351361012,2.2
390351361013,2.2
390351361014,2.2
390351361021,1.8
390351361022,1.8
390351361023,1.8
390351361031,6.4
390351361032,6.4
390351361033,6.4
390351361034,6.4
390351371011,9.4
390351371012,9.4
390351371021,5.7
390351371022,5.7
390351371023,5.7
390351371024,5.7
390351371031,6.1
390351371032,6.1
390351371033,6.1
390351381051,9.4
390351381061,7.9
390351381062,7.9
390351381071,4.6
390351381072,4.6
390351381081,12.3
390351381082,12.3
390351381083,12.3
390351381091,3.0
390351381092,3.0
390351381093,3.0
390351381094,3.0
390351381101,7.7
390351381102,7.7
390351401001,7.6
390351401002,7.6
390351403011,22.7
390351403021,6.6
390351403022,6.6
390351404001,8.8
390351404002,8.8
390351404003,8.8
390351405001,16.8
390351405002,16.8
390351405003,16.8
390351406001,12.2
390351406002,12.2
390351407011,20.2
390351407012,20.2
390351407013,20.2
390351407021,8.1
390351407022,8.1
390351408001,2.5
390351408002,2.5
390351408003,2.5
390351408004,2.5
390351409001,14.8
390351409002,14.8
390351410001,15.2
390351410002,15.2
390351411001,6.0
390351411002,6.0
390351411003,6.0
390351412001,2.1
390351412002,2.1
390351412003,2.1
390351412004,2.1
390351413001,4.9
390351413002,4.9
390351414001,3.3
390351414002,3.3
390351414003,3.3
390351414004,3.3
390351415001,3.5
390351415002,3.5
390351416011,2.3
390351416021,8.4
390351416022,8.4
390351417001,2.6
390351417002,2.6
390351501001,30.7
390351501002,30.7
390351503001,25.3
390351503002,25.3
390351503003,25.3
390351504001,29.0
390351504002,29.0
390351504003,29.0
390351511001,32.4
390351511002,32.4
390351512001,17.2
390351513001,8.7
390351513002,8.7
390351513003,8.7
390351514001,20.6
390351514002,20.6
390351514003,20.6
390351515001,25.5
390351516001,23.8
390351516002,23.8
390351517001,21.8
390351517002,21.8
390351517003,21.8
390351518001,33.0
390351518002,33.0
390351521011,4.1
390351521012,4.1
390351521013,4.1
390351521021,7.3
390351521022,7.3
390351521023,7.3
390351521024,7.3
390351521025,7.3
390351522011,17.1
390351522012,17.1
390351522021,7.9
390351522022,7.9
390351522023,7.9
390351523011,12.2
390351523021,11.5
390351523022,11.5
390351523023,11.5
390351523024,11.5
390351523031,9.8
390351523032,9.8
390351523033,9.8
390351523034,9.8
390351524001,14.6
390351525011,1.8
390351525012,1.8
390351525013,1.8
390351525021,7.0
390351525022,7.0
390351525023,7.0
390351526031,5.6
390351526041,15.8
390351526042,15.8
390351526043,15.8
390351527011,13.8
390351527021,7.0
390351527022,7.0
390351527031,5.8
390351527032,5.8
390351531031,9.3
390351531032,9.3
390351531041,6.9
390351531042,6.9
390351531051,4.9
390351531052,4.9
390351531053,4.9
390351531061,4.6
390351531062,4.6
390351531063,4.6
390351531071,5.8
390351531072,5.8
390351541001,12.6
390351541002,12.6
390351541003,12.6
390351542001,8.6
390351542002,8.6
390351543001,25.8
390351544001,16.8
390351544002,16.8
390351545011,10.0
390351545012,10.0
390351545013,10.0
390351545014,10.0
390351545021,6.7
390351545022,6.7
390351545023,6.7
390351546011,10.0
390351546012,10.0
390351546013,10.0
390351546014,10.0
390351546015,10.0
390351546031,8.1
390351546032,8.1
390351546033,8.1
390351546034,8.1
390351546041,9.6
390351546042,9.6
390351546043,9.6
390351546044,9.6
390351547001,26.9
390351547002,26.9
390351551011,2.4
390351551012,2.4
390351551021,6.4
390351551022,6.4
390351561011,3.7
390351561021,4.4
390351561022,4.4
390351561023,4.4
390351561024,4.4
390351601001,2.9
390351601002,2.9
390351602001,4.4
390351602002,4.4
390351603001,5.9
390351603002,5.9
390351604001,6.5
390351604002,6.5
390351604003,6.5
390351605001,1.8
390351605002,1.8
390351605003,1.8
390351606011,9.2
390351606012,9.2
390351606013,9.2
390351606021,4.6
390351606022,4.6
390351606023,4.6
390351606024,4.6
390351607001,4.7
390351608001,6.7
390351609001,2.5
390351609002,2.5
390351609003,2.5
390351610001,5.8
390351611001,3.2
390351611002,3.2
390351611003,3.2
390351611004,3.2
390351612001,4.9
390351612002,4.9
390351612003,4.9
390351613001,8.0
390351613002,8.0
390351614001,2.9
390351614002,2.9
390351614003,2.9
390351614004,2.9
390351615001,8.8
390351615002,8.8
390351615003,8.8
390351615004,8.8
390351616001,6.8
390351617001,10.1
390351617002,10.1
390351618001,7.7
390351701011,4.5
390351701012,4.5
390351701013,4.5
390351701021,5.6
390351701022,5.6
390351701023,5.6
390351701024,5.6
390351701025,5.6
390351702011,5.0
390351702012,5.0
390351702021,2.0
390351702022,2.0
390351702023,2.0
390351702024,2.0
390351711021,12.2
390351711022,12.2
390351711023,12.2
390351711024,12.2
390351711025,12.2
390351711026,12.2
390351711031,12.9
390351711032,12.9
390351711033,12.9
390351711041,12.1
390351711042,12.1
390351711043,12.1
390351711044,12.1
390351712031,13.1
390351712032,13.1
390351712041,8.0
390351712042,8.0
390351712051,7.0
390351712052,7.0
390351712061,12.0
390351712062,12.0
390351721011,3.7
390351721012,3.7
390351721013,3.7
390351721021,7.7
390351721022,7.7
390351721023,7.7
390351721024,7.7
390351721031,6.4
390351721032,6.4
390351722011,6.9
390351722012,6.9
390351722013,6.9
390351722021,9.6
390351722022,9.6
390351722023,9.6
390351731031,5.2
390351731032,5.2
390351731041,1.9
390351731042,1.9
390351731051,5.2
390351731061,6.4
390351731062,6.4
390351731071,7.7
390351731072,7.7
390351731073,7.7
390351741031,1.6
390351741032,1.6
390351741033,1.6
390351741041,7.9
390351741042,7.9
390351741051,1.5
390351741052,1.5
390351741061,2.2
390351741062,2.2
390351741071,1.4
390351741072,1.4
390351741073,1.4
390351742031,2.2
390351742032,2.2
390351742041,5.7
390351742042,5.7
390351742043,5.7
390351742051,6.6
390351742052,6.6
390351742053,6.6
390351742061,8.9
390351742062,8.9
390351742071,11.9
390351742072,11.9
390351751031,2.4
390351751032,2.4
390351751033,2.4
390351751041,3.4
390351751042,3.4
390351751043,3.4
390351751044,3.4
390351751051,6.8
390351751052,6.8
390351751053,6.8
390351751061,3.7
390351751062,3.7
390351752011,2.9
390351752012,2.9
390351752013,2.9
390351752014,2.9
390351752021,3.2
390351752022,3.2
390351761001,3.5
390351761002,3.5
390351762001,4.4
390351762002,4.4
390351771011,8.5
390351771012,8.5
390351771013,8.5
390351771031,12.0
390351771032,12.0
390351771033,12.0
390351771041,7.3
390351771042,7.3
390351771043,7.3
390351771044,7.3
390351772011,8.8
390351772012,8.8
390351772013,8.8
390351772014,8.8
390351772021,5.4
390351772022,5.4
390351772023,5.4
390351773021,4.7
390351773022,4.7
390351773031,9.5
390351773032,9.5
390351773033,9.5
390351773034,9.5
390351773041,6.6
390351773042,6.6
390351774031,3.9
390351774032,3.9
390351774033,3.9
390351774034,3.9
390351774041,3.9
390351774042,3.9
390351774043,3.9
390351774051,2.2
390351774052,2.2
390351774053,2.2
390351774054,2.2
390351774055,2.2
390351774061,6.7
390351774062,6.7
390351774063,6.7
390351775011,6.7
390351775012,6.7
390351775031,2.1
390351775032,2.1
390351775041,4.2
390351775042,4.2
390351775043,4.2
390351775051,3.5
390351775052,3.5
390351776041,8.9
390351776042,8.9
390351776051,4.6
390351776061,7.1
390351776062,7.1
390351776071,9.5
390351776072,9.5
390351776081,4.5
390351776082,4.5
390351776083,4.5
390351776091,4.1
390351776092,4.1
390351781011,6.9
390351781012,6.9
390351781013,6.9
390351781021,2.2
390351781022,2.2
390351781023,2.2
390351782011,8.6
390351782012,8.6
390351782013,8.6
390351782041,7.2
390351782042,7.2
390351782051,3.3
390351782052,3.3
390351782061,2.7
390351782062,2.7
390351782063,2.7
390351782064,2.7
390351791011,1.4
390351791012,1.4
390351791021,2.4
390351791022,2.4
390351801021,9.1
390351801022,9.1
390351801023,9.1
390351801024,9.1
390351801031,9.3
390351801032,9.3
390351801033,9.3
390351801034,9.3
390351801041,6.8
390351801042,6.8
390351811001,4.0
390351811002,4.0
390351811003,4.0
390351811004,4.0
390351811005,4.0
390351812011,3.0
390351812012,3.0
390351812013,3.0
390351812031,4.2
390351812032,4.2
390351812033,4.2
390351812041,3.4
390351812042,3.4
390351812043,3.4
390351821031,4.1
390351821032,4.1
390351821041,7.8
390351821051,6.0
390351821052,6.0
390351821061,4.2
390351821062,4.2
390351821063,4.2
390351831001,8.6
390351831002,8.6
390351831003,8.6
390351832001,1.6
390351832002,1.6
390351832003,1.6
390351833001,2.1
390351833002,2.1
390351833003,2.1
390351833004,2.1
390351833005,2.1
390351834011,6.0
390351834012,6.0
390351834021,5.4
390351835011,7.7
390351835012,7.7
390351835013,7.7
390351835021,4.4
390351835022,4.4
390351835023,4.4
390351835024,4.4
390351836031,9.8
390351836032,9.8
390351836041,9.9
390351836042,9.9
390351836051,2.4
390351836052,2.4
390351836061,3.4
390351836062,3.4
390351841031,1.7
390351841032,1.7
390351841041,5.1
390351841042,5.1
390351841051,7.0
390351841052,7.0
390351841053,7.0
390351841054,7.0
390351841061,1.4
390351841062,1.4
390351841081,2.3
390351841082,2.3
390351841083,2.3
390351841084,2.3
390351841085,2.3
390351851011,11.7
390351851012,11.7
390351851021,3.6
390351851022,3.6
390351851023,3.6
390351851031,5.2
390351851032,5.2
390351851033,5.2
390351851041,4.2
390351851042,4.2
390351851043,4.2
390351852011,6.9
390351852021,8.1
390351852022,8.1
390351852023,8.1
390351852024,8.1
390351852031,1.6
390351852032,1.6
390351852033,1.6
390351852034,1.6
390351861031,2.1
390351861032,2.1
390351861033,2.1
390351861041,3.4
390351861042,3.4
390351861051,4.1
390351861052,4.1
390351861061,8.2
390351861062,8.2
390351861071,3.3
390351861072,3.3
390351861073,3.3
390351861074,3.3
390351861075,3.3
390351862011,6.3
390351862012,6.3
390351862013,6.3
390351862021,1.8
390351862022,1.8
390351862031,1.9
390351862032,1.9
390351862051,4.7
390351862052,4.7
390351862053,4.7
390351862061,5.6
390351862062,5.6
390351862063,5.6
390351871031,6.4
390351871032,6.4
390351871041,5.5
390351871042,5.5
390351871043,5.5
390351871051,3.1
390351871052,3.1
390351871053,3.1
390351871061,0.5
390351871062,0.5
390351871063,0.5
390351881031,7.6
390351881032,7.6
390351881033,7.6
390351881034,7.6
390351881041,9.9
390351881051,10.7
390351881052,10.7
390351881061,17.1
390351881062,17.1
390351881071,10.5
390351881072,10.5
390351891051,5.4
390351891052,5.4
390351891053,5.4
390351891054,5.4
390351891071,3.0
390351891072,3.0
390351891073,3.0
390351891081,2.4
390351891082,2.4
390351891083,2.4
390351891091,2.2
390351891092,2.2
390351891101,4.5
390351891102,4.5
390351891103,4.5
390351891111,2.7
390351891112,2.7
390351891113,2.7
390351891114,2.7
390351891115,2.7
390351891121,6.0
390351891122,6.0
390351891123,6.0
390351905021,11.9
390351905022,11.9
390351905031,3.1
390351905041,3.7
390351905042,3.7
390351905043,3.7
390351905044,3.7
390351923001,3.6
390351928001,6.8
390351929001,4.1
390351929002,4.1
390351938001,3.8
390351939001,10.4
390351941001,3.1
390351943001,2.7
390351943002,2.7
390351943003,2.7
390351945001,1.6
390351945002,1.6
390351948001,6.3
390351949001,2.8
390351949002,2.8
390351949003,2.8
390351956001,12.5
390351956002,12.5
390351956003,12.5
390351956004,12.5
390351957001,9.3
390351957002,9.3
390351957003,9.3
390351958001,1.5
390351958002,1.5
390351958003,1.5
390351959001,2.8
390351959002,2.8
390351960001,7.1
390351960002,7.1
390351961001,11.6
390351961002,11.6
390351961003,11.6
390351962001,17.3
390351962002,17.3
390351962003,17.3
390351963001,6.1
390351963002,6.1
390351963003,6.1
390351964001,17.6
390351964002,17.6
390351964003,17.6
390351965001,36.0
390351965002,36.0
390359801001,
390359805001,
390359811001,
390359900000,
390375001001,2.5
390375001002,2.5
390375001003,2.5
390375001004,2.5
390375101001,8.4
390375101002,8.4
390375101003,8.4
390375101004,8.4
390375201001,4.6
390375201002,4.6
390375201003,4.6
390375301001,4.2
390375301002,4.2
390375301003,4.2
390375301004,4.2
390375401001,5.4
390375401002,5.4
390375401003,5.4
390375501001,6.7
390375501002,6.7
390375501003,6.7
390375550001,6.6
390375550002,6.6
390375550003,6.6
390375550004,6.6
390375550005,6.6
390375550006,6.6
390375550007,6.6
390375551011,14.4
390375551012,14.4
390375551013,14.4
390375551014,14.4
390375551021,9.5
390375551022,9.5
390375551023,9.5
390375551024,9.5
390375551025,9.5
390375601001,4.5
390375601002,4.5
390375601003,4.5
390375601004,4.5
390375601005,4.5
390375601006,4.5
390375601007,4.5
390375701011,1.1
390375701012,1.1
390375701013,1.1
390375701021,2.3
390375701022,2.3
390375701023,2.3
390375701024,2.3
390375701025,2.3
390399581001,6.8
390399581002,6.8
390399581003,6.8
390399581004,6.8
390399582001,2.0
390399582002,2.0
390399582003,2.0
390399582004,2.0
390399583001,3.9
390399583002,3.9
390399583003,3.9
390399583004,3.9
390399584001,4.9
390399584002,4.9
390399584003,4.9
390399584004,4.9
390399585001,2.4
390399585002,2.4
390399585003,2.4
390399585004,2.4
390399586001,6.5
390399586002,6.5
390399586003,6.5
390399586004,6.5
390399587001,7.7
390399587002,7.7
390399587003,7.7
390399587004,7.7
390399588001,10.1
390399588002,10.1
390399588003,10.1
390399588004,10.1
390399589001,6.7
390399589002,6.7
390399589003,6.7
390399589004,6.7
390410101001,4.0
390410101002,4.0
390410101003,4.0
390410102001,3.1
390410102002,3.1
390410102003,3.1
390410102004,3.1
390410104201,0.6
390410104202,0.6
390410104211,2.0
390410104221,1.0
390410104222,1.0
390410104223,1.0
390410105201,2.4
390410105202,2.4
390410105203,2.4
390410105301,4.3
390410105302,4.3
390410111011,4.8
390410111012,4.8
390410111021,1.9
390410111022,1.9
390410112001,3.2
390410112002,3.2
390410114111,2.2
390410114112,2.2
390410114121,2.0
390410114122,2.0
390410114131,2.0
390410114132,2.0
390410114133,2.0
390410114134,2.0
390410114211,4.0
390410114212,4.0
390410114213,4.0
390410114214,4.0
390410114231,3.1
390410114232,3.1
390410114233,3.1
390410114301,1.3
390410114302,1.3
390410115201,2.2
390410115202,2.2
390410115301,4.6
390410115302,4.6
390410115401,2.4
390410115402,2.4
390410115403,2.4
390410115501,2.8
390410115502,2.8
390410115503,2.8
390410115601,0.9
390410115602,0.9
390410115603,0.9
390410115611,0.4
390410115612,0.4
390410116041,1.1
390410116042,1.1
390410117101,3.7
390410117102,3.7
390410117103,3.7
390410117301,3.6
390410117302,3.6
390410117303,3.6
390410117401,1.9
390410117402,1.9
390410117501,3.0
390410117502,3.0
390410117503,3.0
390410117601,2.0
390410117602,2.0
390410117621,2.4
390410117622,2.4
390410119001,2.3
390410119002,2.3
390410120001,2.3
390410120002,2.3
390410120003,2.3
390410121001,2.2
390410121002,2.2
390410122001,1.2
390410122002,1.2
390410123001,2.8
390410123002,2.8
390410123003,2.8
390410124001,2.6
390410124002,2.6
390410124003,2.6
390430401001,7.7
390430401002,7.7
390430401003,7.7
390430401004,7.7
390430402001,7.1
390430402002,7.1
390430402003,7.1
390430402004,7.1
390430403001,4.0
390430403002,4.0
390430403003,4.0
390430403004,4.0
390430404001,4.9
390430404002,4.9
390430404003,4.9
390430404004,4.9
390430404005,4.9
390430405001,2.2
390430405002,2.2
390430405003,2.2
390430405004,2.2
390430406001,7.1
390430406002,7.1
390430407001,10.4
390430407002,10.4
390430407003,10.4
390430407004,10.4
390430408001,7.3
390430408002,7.3
390430408003,7.3
390430408004,7.3
390430408005,7.3
390430409001,10.1
390430409002,10.1
390430409003,10.1
390430410001,10.2
390430410002,10.2
390430410003,10.2
390430411001,21.0
390430411002,21.0
390430411003,21.0
390430411004,21.0
390430411005,21.0
390430412001,6.8
390430412002,6.8
390430412003,6.8
390430413001,9.4
390430413002,9.4
390430413003,9.4
390430413004,9.4
390430414001,6.3
390430414002,6.3
390430415001,3.5
390430415002,3.5
390430416001,3.4
390430416002,3.4
390430416003,3.4
390430416004,3.4
390430417001,10.7
390430417002,10.7
390430417003,10.7
390430417004,10.7
390430417005,10.7
390430417006,10.7
390430418001,4.6
390430418002,4.6
390430418003,4.6
390430418004,4.6
390430418005,4.6
390439901000,
390450301001,10.0
390450301002,10.0
390450301003,10.0
390450301004,10.0
390450302001,4.8
390450302002,4.8
390450303001,4.3
390450303002,4.3
390450303003,4.3
390450304001,4.3
390450304002,4.3
390450304003,4.3
390450306001,3.1
390450306002,3.1
390450306003,3.1
390450307001,5.8
390450307002,5.8
390450308001,2.5
390450308002,2.5
390450308003,2.5
390450309001,6.0
390450309002,6.0
390450309003,6.0
390450309004,6.0
390450309005,6.0
390450310001,4.6
390450310002,4.6
390450310003,4.6
390450311001,7.5
390450311002,7.5
390450311003,7.5
390450311004,7.5
390450312001,8.7
390450312002,8.7
390450312003,8.7
390450312004,8.7
390450313001,14.0
390450313002,14.0
390450313003,14.0
390450314001,6.3
390450314002,6.3
390450314003,6.3
390450314004,6.3
390450314005,6.3
390450315001,1.7
390450315002,1.7
390450316001,9.7
390450316002,9.7
390450316003,9.7
390450316004,9.7
390450317001,5.2
390450317002,5.2
390450317003,5.2
390450317004,5.2
390450317005,5.2
390450320001,14.2
390450320002,14.2
390450320003,14.2
390450320004,14.2
390450321001,2.7
390450321002,2.7
390450321003,2.7
390450322001,16.0
390450322002,16.0
390450322003,16.0
390450323001,9.0
390450323002,9.0
390450323003,9.0
390450323004,9.0
390450325001,3.0
390450325002,3.0
390450325003,3.0
390450325004,3.0
390450326001,1.7
390450326002,1.7
390450326003,1.7
390450326004,1.7
390450327011,7.0
390450327012,7.0
390450327013,7.0
390450327021,4.4
390450327022,4.4
390450328001,2.4
390450328002,2.4
390450328003,2.4
390450329001,2.5
390450329002,2.5
390450329003,2.5
390450329004,2.5
390450330001,2.6
390450331001,3.6
390450331002,3.6
390450331003,3.6
390450331004,3.6
390479258001,6.0
390479258002,6.0
390479258003,6.0
390479259001,4.0
390479259002,4.0
390479259003,4.0
390479260001,9.1
390479260002,9.1
390479260003,9.1
390479260004,9.1
390479261001,6.8
390479261002,6.8
390479261003,6.8
390479261004,6.8
390479262001,4.1
390479262002,4.1
390479262003,4.1
390479262004,4.1
390479263001,1.9
390479263002,1.9
390479263003,1.9
390479263004,1.9
390479264001,8.3
390479264002,8.3
390479264003,8.3
390479264004,8.3
390490001101,4.0
390490001102,4.0
390490001103,4.0
390490001104,4.0
390490001201,0.8
390490001202,0.8
390490001203,0.8
390490002101,2.4
390490002102,2.4
390490002103,2.4
390490002104,2.4
390490002201,1.7
390490002202,1.7
390490002203,1.7
390490002204,1.7
390490003101,6.9
390490003102,6.9
390490003103,6.9
390490003201,3.6
390490003202,3.6
390490003301,14.5
390490003302,14.5
390490003303,14.5
390490004101,0.0
390490004102,0.0
390490004201,3.0
390490004202,3.0
390490004203,3.0
390490004204,3.0
390490005001,4.6
390490005002,4.6
390490005003,4.6
390490005004,4.6
390490006001,6.4
390490006002,6.4
390490006003,6.4
390490006004,6.4
390490006005,6.4
390490007101,16.8
390490007102,16.8
390490007103,16.8
390490007104,16.8
390490007201,13.2
390490007202,13.2
390490007203,13.2
390490007301,17.8
390490007302,17.8
390490007303,17.8
390490007304,17.8
390490007305,17.8
390490008101,10.9
390490008102,10.9
390490008103,10.9
390490008201,11.6
390490008202,11.6
390490008203,11.6
390490008204,11.6
390490009101,15.1
390490009102,15.1
390490009103,15.1
390490009104,15.1
390490009201,13.9
390490009202,13.9
390490009203,13.9
390490010001,3.1
390490010002,3.1
390490010003,3.1
390490010004,3.1
390490010005,3.1
390490010006,3.1
390490011101,3.7
390490011102,3.7
390490011103,3.7
390490011211,15.6
390490011212,15.6
390490011213,15.6
390490011221,9.7
390490011222,9.7
390490012001,9.5
390490012002,9.5
390490012003,9.5
390490012004,9.5
390490012005,9.5
390490013001,6.0
390490013002,6.0
390490013003,6.0
390490013004,6.0
390490014001,22.5
390490014002,22.5
390490015001,32.3
390490015002,32.3
390490015003,32.3
390490016001,18.3
390490016002,18.3
390490017001,3.6
390490017002,3.6
390490017003,3.6
390490018101,4.7
390490018102,4.7
390490018103,4.7
390490018104,4.7
390490018105,4.7
390490018201,1.4
390490018202,1.4
390490018203,1.4
390490019011,2.1
390490019012,2.1
390490019021,1.4
390490019022,1.4
390490019023,1.4
390490019024,1.4
390490020001,2.6
390490020002,2.6
390490020003,2.6
390490021001,2.3
390490022001,1.0
390490023001,10.4
390490023002,10.4
390490025101,9.8
390490025102,9.8
390490025103,9.8
390490025201,11.5
390490025202,11.5
390490025203,11.5
390490026001,10.8
390490026002,10.8
390490026003,10.8
390490027101,17.1
390490027102,17.1
390490027301,8.2
390490027302,8.2
390490027401,9.9
390490027402,9.9
390490027403,9.9
390490027501,15.0
390490027502,15.0
390490027601,10.6
390490027602,10.6
390490027603,10.6
390490027701,14.9
390490027702,14.9
390490027801,2.3
390490027802,2.3
390490028001,22.1
390490028002,22.1
390490028003,22.1
390490028004,22.1
390490029001,29.2
390490029002,29.2
390490030001,6.3
390490030002,6.3
390490030003,6.3
390490032001,1.9
390490036001,5.3
390490036002,5.3
390490037001,14.6
390490037002,14.6
390490037003,14.6
390490037004,14.6
390490037005,14.6
390490038001,9.9
390490038002,9.9
390490040001,3.7
390490040002,3.7
390490042001,29.3
390490043001,3.7
390490043002,3.7
390490043003,3.7
390490043004,3.7
390490045001,7.1
390490045002,7.1
390490045003,7.1
390490045004,7.1
390490045005,7.1
390490046101,1.2
390490046102,1.2
390490046103,1.2
390490046104,1.2
390490046201,6.6
390490046202,6.6
390490046203,6.6
390490047001,8.6
390490047002,8.6
390490047003,8.6
390490047004,8.6
390490047005,8.6
390490047006,8.6
390490048101,7.2
390490048102,7.2
390490048103,7.2
390490048201,7.4
390490048202,7.4
390490048203,7.4
390490049001,12.5
390490049002,12.5
390490049003,12.5
390490049004,12.5
390490049005,12.5
390490049006,12.5
390490050001,11.2
390490050002,11.2
390490050003,11.2
390490050004,11.2
390490050005,11.2
390490050006,11.2
390490050007,11.2
390490051001,34.6
390490051002,34.6
390490052001,3.1
390490052002,3.1
390490053001,13.4
390490053002,13.4
390490053003,13.4
390490053004,13.4
390490054101,18.3
390490054201,20.2
390490054202,20.2
390490054203,20.2
390490055001,16.6
390490055002,16.6
390490055003,16.6
390490055004,16.6
390490055005,16.6
390490055006,16.6
390490055007,16.6
390490056101,17.5
390490056102,17.5
390490056201,17.6
390490056202,17.6
390490056203,17.6
390490056204,17.6
390490057001,3.3
390490057002,3.3
390490057003,3.3
390490058101,2.3
390490058102,2.3
390490058103,2.3
390490058201,2.9
390490058202,2.9
390490059001,25.7
390490059002,25.7
390490059003,25.7
390490059004,25.7
390490060001,11.8
390490060002,11.8
390490060003,11.8
390490061001,18.6
390490061002,18.6
390490061003,18.6
390490061004,18.6
390490062201,5.1
390490062202,5.1
390490062203,5.1
390490062204,5.1
390490062205,5.1
390490062301,1.5
390490062302,1.5
390490062303,1.5
390490062304,1.5
390490062361,2.3
390490062362,2.3
390490062363,2.3
390490063101,4.2
390490063102,4.2
390490063103,4.2
390490063104,4.2
390490063211,2.2
390490063212,2.2
390490063213,2.2
390490063214,2.2
390490063231,4.7
390490063232,4.7
390490063233,4.7
390490063301,4.1
390490063302,4.1
390490063303,4.1
390490063304,4.1
390490063305,4.1
390490063306,4.1
390490063401,9.2
390490063402,9.2
390490063511,2.7
390490063512,2.7
390490063513,2.7
390490063521,4.0
390490063522,4.0
390490063523,4.0
390490063531,4.8
390490063532,4.8
390490063533,4.8
390490063711,3.8
390490063712,3.8
390490063713,3.8
390490063714,3.8
390490063721,2.8
390490063722,2.8
390490063723,2.8
390490063831,3.3
390490063832,3.3
390490063833,3.3
390490063834,3.3
390490063835,3.3
390490063841,1.5
390490063842,1.5
390490063843,1.5
390490063844,1.5
390490063845,1.5
390490063861,1.8
390490063862,1.8
390490063863,1.8
390490063871,5.4
390490063872,5.4
390490063873,5.4
390490063874,5.4
390490063911,1.5
390490063912,1.5
390490063921,0.8
390490063922,0.8
390490063923,0.8
390490063931,4.1
390490063932,4.1
390490063933,4.1
390490063941,6.3
390490063942,6.3
390490063951,6.0
390490063952,6.0
390490063961,3.8
390490063962,3.8
390490063963,3.8
390490063964,3.8
390490064101,3.2
390490064102,3.2
390490064103,3.2
390490064301,2.3
390490064302,2.3
390490064303,2.3
390490064304,2.3
390490064305,2.3
390490065001,2.6
390490065002,2.6
390490065003,2.6
390490065004,2.6
390490066001,3.5
390490066002,3.5
390490066003,3.5
390490067101,3.0
390490067102,3.0
390490067211,3.1
